name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
مصر,2025-03-04T00:00:00,15.0,15.0,12.0,82.26,0.0,0.0,,0,0,19.8,14.8,40.0,1012.0,88.0,10.0,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,HECA
مصر,2025-03-04T01:00:00,15.0,15.0,11.0,76.99,0.0,0.0,,0,0,17.6,7.6,360.0,1011.0,25.0,8.0,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,HECA
مصر,2025-03-04T02:00:00,14.0,14.0,11.0,82.13,0.0,0.0,,0,0,16.9,9.4,10.0,1011.0,50.0,8.0,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,HECA
مصر,2025-03-04T03:00:00,14.0,14.0,11.0,82.13,0.0,0.0,,0,0,17.3,9.4,10.0,1011.0,31.9,6.0,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,HECA
مصر,2025-03-04T04:00:00,14.0,14.0,11.0,82.13,0.0,0.0,,0,0,15.5,7.6,20.0,1011.0,56.2,6.0,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,HECA
مصر,2025-03-04T05:00:00,14.0,14.0,11.0,82.13,0.0,0.0,,0,0,13.7,3.6,50.0,1011.0,64.7,10.0,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,HECA
مصر,2025-03-04T06:00:00,13.0,13.0,10.0,82.0,0.0,0.0,,0,0,13.3,5.4,80.0,1011.0,50.0,10.0,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,HECA
مصر,2025-03-04T07:00:00,13.0,13.0,11.0,87.65,0.0,0.0,,0,0,12.6,5.4,80.0,1011.0,50.0,10.0,20.0,0.1,0,10,Partially cloudy,partly-cloudy-day,HECA
مصر,2025-03-04T08:00:00,15.0,15.0,11.0,76.99,0.0,0.0,,0,0,15.8,5.4,60.0,1011.0,91.2,10.0,158.0,0.6,2,10,Overcast,cloudy,HECA
مصر,2025-03-04T09:00:00,17.0,17.0,10.0,63.39,0.0,0.0,,0,0,20.5,14.8,40.0,1011.0,50.0,10.0,359.0,1.3,4,10,Partially cloudy,partly-cloudy-day,HECA
مصر,2025-03-04T10:00:00,18.0,18.0,8.0,52.0,0.0,0.0,,0,0,23.0,18.4,50.0,1011.0,50.0,10.0,536.0,1.9,5,3,Partially cloudy,partly-cloudy-day,HECA
مصر,2025-03-04T11:00:00,18.0,18.0,5.0,42.3,0.0,0.0,,0,0,32.0,18.4,20.0,1011.0,50.0,10.0,675.0,2.4,7,10,Partially cloudy,partly-cloudy-day,HECA
مصر,2025-03-04T12:00:00,19.0,19.0,6.0,42.59,0.0,0.0,,0,0,33.1,24.1,10.0,1011.0,50.0,10.0,753.0,2.7,8,5,Partially cloudy,partly-cloudy-day,HECA
مصر,2025-03-04T13:00:00,20.0,20.0,7.0,42.87,0.0,0.0,,0,0,34.2,20.5,20.0,1011.0,50.0,10.0,761.0,2.7,8,3,Partially cloudy,partly-cloudy-day,HECA
مصر,2025-03-04T14:00:00,20.0,20.0,8.0,45.9,0.0,0.0,,0,0,36.4,22.3,350.0,1010.0,50.0,10.0,736.0,2.6,7,10,Partially cloudy,partly-cloudy-day,HECA
مصر,2025-03-04T15:00:00,19.0,19.0,8.0,48.84,0.1,100.0,rain,0,0,34.9,22.3,340.0,1010.0,50.0,10.0,592.0,2.1,6,10,"Rain, Partially cloudy",rain,HECA
مصر,2025-03-04T16:00:00,19.0,19.0,7.0,45.62,0.0,0.0,,0,0,33.8,18.4,340.0,1011.0,50.0,10.0,287.0,1.0,3,10,Partially cloudy,partly-cloudy-day,HECA
مصر,2025-03-04T17:00:00,19.0,19.0,7.0,45.62,0.0,0.0,,0,0,22.7,18.4,350.0,1011.0,50.0,10.0,183.0,0.7,2,10,Partially cloudy,partly-cloudy-day,HECA
مصر,2025-03-04T18:00:00,18.1,18.1,7.9,51.32,0.0,3.2,,0,0,32.4,6.8,341.8,1011.0,100.0,24.1,18.0,0.1,0,10,Overcast,cloudy,
مصر,2025-03-04T19:00:00,17.0,17.0,8.2,56.15,0.0,3.2,,0,0,24.8,9.4,331.5,1012.0,79.7,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-04T20:00:00,16.2,16.2,8.3,59.48,0.0,3.2,,0,0,27.7,11.9,341.3,1013.0,60.2,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-04T21:00:00,15.0,15.0,9.3,68.72,0.0,0.0,,0,0,27.7,9.7,346.7,1013.0,10.2,24.1,0.0,0.0,0,10,Clear,clear-night,
مصر,2025-03-04T22:00:00,13.9,13.9,10.1,77.85,0.0,0.0,,0,0,22.3,7.6,350.8,1014.0,0.1,24.1,0.0,0.0,0,10,Clear,clear-night,
مصر,2025-03-04T23:00:00,12.9,12.9,10.4,84.78,0.0,0.0,,0,0,16.9,5.0,341.7,1014.0,4.5,24.1,0.0,0.0,0,10,Clear,clear-night,
مصر,2025-03-05T00:00:00,12.1,12.1,10.6,90.54,0.0,0.0,,0,0,11.5,4.0,349.1,1014.0,23.4,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-05T01:00:00,11.5,11.5,10.6,94.2,0.0,0.0,,0,0,9.0,3.6,353.2,1014.0,36.8,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-05T02:00:00,11.2,11.2,10.5,95.45,0.0,0.0,,0,0,7.6,3.2,3.9,1014.0,51.9,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-05T03:00:00,11.1,11.1,10.5,96.09,0.0,0.0,,0,0,6.8,2.9,11.4,1014.0,71.0,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-05T04:00:00,11.2,11.2,10.6,96.09,0.0,0.0,,0,0,7.2,3.2,21.1,1014.0,70.6,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-05T05:00:00,11.3,11.3,10.7,96.09,0.0,0.0,,0,0,7.2,2.9,25.8,1015.0,84.0,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-05T06:00:00,11.6,11.6,10.7,94.21,0.0,0.0,,0,0,6.5,2.5,14.4,1015.0,94.0,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-05T07:00:00,11.7,11.7,10.7,93.59,0.0,0.0,,0,0,6.1,2.5,6.5,1016.0,97.0,24.1,14.0,0.1,0,10,Overcast,cloudy,
مصر,2025-03-05T08:00:00,12.6,12.6,10.7,88.2,0.0,0.0,,0,0,11.9,4.3,339.0,1016.0,100.0,24.1,142.0,0.5,1,10,Overcast,cloudy,
مصر,2025-03-05T09:00:00,14.3,14.3,10.6,78.43,0.0,6.5,,0,0,18.0,6.8,332.7,1017.0,100.0,24.1,375.0,1.3,4,10,Overcast,cloudy,
مصر,2025-03-05T10:00:00,16.1,16.1,9.7,65.79,0.0,6.5,,0,0,19.4,7.2,343.5,1017.0,100.0,24.1,562.0,2.0,6,10,Overcast,cloudy,
مصر,2025-03-05T11:00:00,17.9,17.9,9.0,56.0,0.0,6.5,,0,0,19.4,5.8,344.8,1016.0,82.5,24.1,686.0,2.5,7,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-05T12:00:00,19.4,19.4,7.7,46.68,0.0,6.5,,0,0,16.6,5.4,342.0,1016.0,87.4,24.1,777.0,2.8,8,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-05T13:00:00,20.4,20.4,6.8,41.25,0.0,6.5,,0,0,19.1,6.8,340.7,1015.0,61.3,24.1,763.0,2.7,8,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-05T14:00:00,21.3,21.3,5.9,36.68,0.0,6.5,,0,0,19.1,5.0,321.9,1014.0,58.4,24.1,691.0,2.5,7,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-05T15:00:00,21.6,21.6,4.6,32.9,0.0,19.4,,0,0,25.6,9.7,311.1,1014.0,93.4,24.1,569.0,2.0,6,10,Overcast,cloudy,
مصر,2025-03-05T16:00:00,19.4,19.4,7.6,46.36,0.1,19.4,rain,0,0,38.2,15.8,311.2,1015.0,68.6,23.2,163.0,0.6,2,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-05T17:00:00,16.8,16.8,11.1,69.08,0.3,19.4,rain,0,0,40.0,12.2,335.7,1016.0,59.4,22.7,72.0,0.3,1,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-05T18:00:00,16.5,16.5,11.3,71.35,0.0,19.4,,0,0,28.8,10.1,338.6,1016.0,68.2,21.8,13.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-05T19:00:00,14.0,14.0,11.7,86.03,1.6,19.4,rain,0,0,30.2,8.6,318.5,1017.0,100.0,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-05T20:00:00,13.9,13.9,11.1,83.21,0.0,19.4,,0,0,19.8,6.8,351.0,1017.0,100.0,22.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-05T21:00:00,13.5,13.5,11.2,85.97,0.0,9.7,,0,0,15.5,5.4,350.8,1018.0,100.0,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-05T22:00:00,13.1,13.1,11.3,88.83,0.0,9.7,,0,0,12.6,4.7,357.6,1018.0,100.0,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-05T23:00:00,12.8,12.8,11.4,91.2,0.0,9.7,,0,0,10.1,4.0,6.6,1018.0,100.0,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-06T00:00:00,12.5,12.5,11.4,93.01,0.0,9.7,,0,0,8.6,3.2,1.8,1018.0,97.8,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-06T01:00:00,12.2,12.2,11.3,94.23,0.0,9.7,,0,0,7.6,3.2,17.5,1018.0,96.8,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-06T02:00:00,12.0,12.0,11.1,94.22,0.7,9.7,rain,0,0,7.2,2.5,25.2,1017.0,58.4,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-06T03:00:00,11.9,11.9,10.9,93.6,0.0,0.0,,0,0,5.4,2.2,16.6,1017.0,68.9,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-06T04:00:00,11.8,11.8,10.8,93.59,0.0,0.0,,0,0,5.0,2.5,28.8,1017.0,56.5,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-06T05:00:00,11.5,11.5,10.6,94.2,0.0,0.0,,0,0,5.4,1.1,33.1,1017.0,71.9,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-06T06:00:00,11.5,11.5,10.6,94.2,0.0,0.0,,0,0,2.5,1.8,53.1,1018.0,71.7,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-06T07:00:00,11.8,11.8,10.7,92.97,0.0,0.0,,0,0,2.5,0.7,2.2,1018.0,72.7,24.1,14.0,0.1,0,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-06T08:00:00,12.8,12.8,10.7,87.06,0.0,0.0,,0,0,4.7,1.1,345.4,1019.0,73.5,24.1,168.0,0.6,2,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-06T09:00:00,14.3,14.3,10.5,77.91,0.0,6.5,,0,0,10.4,3.6,329.9,1019.0,58.3,24.1,388.0,1.4,4,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-06T10:00:00,16.2,16.2,10.5,68.96,0.0,6.5,,0,0,16.2,5.8,337.2,1018.0,47.6,24.1,579.0,2.1,6,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-06T11:00:00,18.1,18.1,9.6,57.57,0.0,6.5,,0,0,19.1,6.8,336.1,1018.0,49.0,24.1,723.0,2.6,7,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-06T12:00:00,19.5,19.5,8.0,47.34,0.0,6.5,,0,0,22.3,7.9,348.6,1017.0,75.9,24.1,803.0,2.9,8,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-06T13:00:00,20.6,20.6,7.3,42.17,0.0,6.5,,0,0,22.3,8.3,348.8,1016.0,56.5,24.1,813.0,2.9,8,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-06T14:00:00,20.1,20.1,8.7,47.83,0.1,6.5,rain,0,0,32.4,12.6,345.2,1016.0,100.0,24.1,749.0,2.7,7,10,Overcast,cloudy,
مصر,2025-03-06T15:00:00,19.6,19.6,10.1,54.21,0.2,29.0,rain,0,0,32.8,11.9,341.6,1016.0,100.0,24.1,609.0,2.2,6,10,Overcast,cloudy,
مصر,2025-03-06T16:00:00,18.1,18.1,11.1,63.64,0.3,29.0,rain,0,0,36.4,14.0,346.3,1017.0,100.0,24.1,160.0,0.6,2,10,Overcast,cloudy,
مصر,2025-03-06T17:00:00,16.4,16.4,11.6,73.25,0.3,29.0,rain,0,0,37.4,9.4,356.2,1017.0,100.0,24.1,126.0,0.5,1,10,Overcast,cloudy,
مصر,2025-03-06T18:00:00,15.9,15.9,12.4,79.71,0.3,29.0,rain,0,0,26.3,6.8,358.6,1018.0,100.0,24.1,34.0,0.1,0,10,Overcast,cloudy,
مصر,2025-03-06T19:00:00,15.5,15.5,12.6,82.86,0.0,29.0,,0,0,15.8,4.3,356.9,1018.0,100.0,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-06T20:00:00,15.1,15.1,12.5,84.46,0.0,29.0,,0,0,10.1,3.6,0.3,1018.0,97.0,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-06T21:00:00,14.5,14.5,12.0,84.95,0.0,3.2,,0,0,10.4,4.7,349.1,1018.0,98.2,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-06T22:00:00,13.9,13.9,10.9,82.12,0.0,3.2,,0,0,11.9,5.4,358.3,1018.0,39.3,24.1,0.0,0.0,0,3,Partially cloudy,partly-cloudy-night,
مصر,2025-03-06T23:00:00,13.2,13.2,10.6,84.25,0.0,3.2,,0,0,11.9,5.0,355.2,1018.0,6.1,24.1,0.0,0.0,0,10,Clear,clear-night,
مصر,2025-03-07T00:00:00,12.5,12.5,10.7,88.78,0.0,3.2,,0,0,11.5,5.0,344.2,1018.0,56.0,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-07T01:00:00,12.1,12.1,10.8,91.76,0.0,3.2,,0,0,11.5,4.7,347.5,1018.0,70.8,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-07T02:00:00,12.0,12.0,10.8,92.36,0.0,3.2,,0,0,10.8,3.2,343.2,1018.0,68.7,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-07T03:00:00,11.8,11.8,10.9,94.21,0.0,0.0,,0,0,7.9,2.5,3.7,1018.0,61.0,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-07T04:00:00,11.7,11.7,11.0,95.47,0.0,0.0,,0,0,6.1,2.5,14.0,1018.0,83.4,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-07T05:00:00,11.7,11.7,11.0,95.47,0.0,0.0,,0,0,6.1,2.5,8.0,1018.0,61.5,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-07T06:00:00,11.5,11.5,11.0,96.74,0.0,0.0,,0,0,6.8,2.5,343.4,1018.0,67.6,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-07T07:00:00,11.6,11.6,11.1,96.74,0.0,0.0,,0,0,6.1,1.8,11.1,1018.0,75.3,24.1,23.0,0.1,0,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-07T08:00:00,12.8,12.8,11.2,90.0,0.0,0.0,,0,0,9.7,3.2,350.4,1019.0,80.5,24.1,182.0,0.7,2,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-07T09:00:00,14.7,14.7,11.7,82.22,0.0,0.0,,0,0,12.6,4.7,352.7,1019.0,85.3,24.1,392.0,1.4,4,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-07T10:00:00,16.7,16.7,11.2,69.98,0.0,0.0,,0,0,13.3,4.7,318.2,1018.0,47.8,24.1,583.0,2.1,6,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-07T11:00:00,18.9,18.9,10.0,56.25,0.0,0.0,,0,0,19.1,6.8,333.2,1018.0,44.5,24.1,723.0,2.6,7,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-07T12:00:00,20.6,20.6,8.7,46.38,0.0,0.0,,0,0,21.6,7.9,331.4,1017.0,65.4,24.1,801.0,2.9,8,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-07T13:00:00,21.8,21.8,7.8,40.53,0.0,0.0,,0,0,23.8,9.0,324.2,1016.0,33.7,24.1,793.0,2.9,8,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-07T14:00:00,22.7,22.7,6.1,34.15,0.0,0.0,,0,0,24.1,9.4,337.0,1015.0,86.9,24.1,503.0,1.8,5,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-07T15:00:00,22.6,22.6,5.7,33.36,0.0,0.0,,0,0,23.8,8.8,334.9,1015.0,77.4,24.1,87.0,0.3,1,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-07T16:00:00,22.6,22.6,5.3,32.59,0.0,0.0,,0,0,23.4,8.2,332.9,1015.0,67.8,24.1,93.0,0.3,1,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-07T17:00:00,22.6,22.6,5.0,31.83,0.0,0.0,,0,0,23.0,7.6,330.8,1015.0,58.3,24.1,57.0,0.2,1,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-07T18:00:00,21.4,21.4,5.3,34.76,0.0,0.0,,0,0,20.8,7.6,339.0,1015.3,65.2,24.1,7.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-07T19:00:00,20.4,20.4,5.6,37.97,0.0,0.0,,0,0,18.5,7.6,347.1,1015.7,72.1,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-07T20:00:00,19.3,19.3,5.9,41.51,0.0,0.0,,0,0,16.2,7.6,355.3,1016.0,79.0,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-07T21:00:00,17.9,17.9,7.2,49.34,0.0,0.0,,0,0,16.9,7.2,354.1,1016.3,62.8,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-07T22:00:00,16.6,16.6,8.4,58.65,0.0,0.0,,0,0,17.6,6.8,353.0,1016.7,46.6,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-07T23:00:00,15.3,15.3,9.8,69.71,0.0,0.0,,0,0,18.4,6.5,351.8,1017.0,30.4,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-08T00:00:00,14.6,14.6,10.7,77.45,0.0,0.0,,0,0,15.5,5.8,352.9,1016.7,43.3,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-08T01:00:00,13.9,13.9,11.6,86.02,0.0,0.0,,0,0,12.6,5.0,353.9,1016.3,56.2,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-08T02:00:00,13.3,13.3,12.6,95.53,0.0,0.0,,0,0,9.7,4.3,355.0,1016.0,69.1,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-08T03:00:00,13.2,13.2,12.4,95.11,0.0,0.0,,0,0,8.3,3.4,243.4,1016.0,68.2,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-08T04:00:00,13.1,13.1,12.3,94.69,0.0,0.0,,0,0,6.8,2.4,131.9,1016.0,67.4,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-08T05:00:00,13.1,13.1,12.2,94.27,0.0,0.0,,0,0,5.4,1.4,20.3,1016.0,66.5,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-08T06:00:00,13.4,13.4,12.0,91.24,0.0,0.0,,0,0,5.5,1.6,14.6,1016.3,63.2,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-08T07:00:00,13.8,13.8,11.9,88.31,0.0,0.0,,0,0,5.6,1.7,8.8,1016.7,60.0,24.1,26.0,0.1,0,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-08T08:00:00,14.2,14.2,11.8,85.48,0.0,0.0,,0,0,5.8,1.8,3.1,1017.0,56.7,24.1,191.0,0.7,2,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-08T09:00:00,16.0,16.0,11.3,73.99,0.0,0.0,,0,0,8.9,2.8,102.7,1017.0,49.2,24.1,405.0,1.5,4,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-08T10:00:00,17.8,17.8,10.9,64.13,0.0,0.0,,0,0,12.0,3.7,202.3,1017.0,41.8,24.1,595.0,2.1,6,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-08T11:00:00,19.6,19.6,10.5,55.68,0.0,0.0,,0,0,15.1,4.7,301.9,1017.0,34.3,24.1,735.0,2.6,7,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-08T12:00:00,20.9,20.9,8.9,46.05,0.0,0.0,,0,0,15.4,4.9,320.1,1016.0,55.7,24.1,820.0,3.0,8,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-08T13:00:00,22.2,22.2,7.3,38.07,0.0,0.0,,0,0,15.6,5.2,338.2,1015.0,77.0,24.1,828.0,3.0,8,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-08T14:00:00,23.6,23.6,5.7,31.46,0.0,0.0,,0,0,15.8,5.4,356.4,1014.0,98.4,24.1,714.0,2.6,7,10,Overcast,cloudy,
مصر,2025-03-08T15:00:00,23.4,23.4,5.4,31.06,0.0,0.0,,0,0,15.4,5.4,346.8,1013.7,98.9,24.1,608.0,2.2,6,10,Overcast,cloudy,
مصر,2025-03-08T16:00:00,23.3,23.3,5.1,30.66,0.0,0.0,,0,0,14.9,5.4,337.2,1013.3,99.5,24.1,441.0,1.6,4,10,Overcast,cloudy,
مصر,2025-03-08T17:00:00,23.2,23.2,4.8,30.27,0.0,0.0,,0,0,14.4,5.4,327.6,1013.0,100.0,24.1,234.0,0.8,2,10,Overcast,cloudy,
مصر,2025-03-08T18:00:00,22.1,22.1,4.9,32.59,0.0,0.0,,0,0,14.4,5.5,331.4,1013.3,98.9,24.1,45.0,0.2,0,10,Overcast,cloudy,
مصر,2025-03-08T19:00:00,21.0,21.0,4.9,35.1,0.0,0.0,,0,0,14.4,5.6,335.3,1013.7,97.9,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-08T20:00:00,19.9,19.9,5.1,37.83,0.0,0.0,,0,0,14.4,5.8,339.1,1014.0,96.8,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-08T21:00:00,18.9,18.9,6.9,45.5,0.0,0.0,,0,0,17.2,6.7,230.5,1014.7,95.7,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-08T22:00:00,17.9,17.9,8.7,54.64,0.0,0.0,,0,0,19.9,7.7,122.0,1015.3,94.6,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-08T23:00:00,17.0,17.0,10.5,65.54,0.0,0.0,,0,0,22.7,8.6,13.4,1016.0,93.5,24.1,0.0,0.0,0,10,Overcast,cloudy,
مصر,2025-03-09T00:00:00,16.1,16.1,10.9,71.44,0.0,0.0,,0,0,19.9,7.8,128.0,1015.7,89.8,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-09T01:00:00,15.2,15.2,11.4,77.89,0.0,0.0,,0,0,17.2,7.0,242.5,1015.3,86.0,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-09T02:00:00,14.4,14.4,11.9,84.94,0.0,0.0,,0,0,14.4,6.1,357.1,1015.0,82.3,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-09T03:00:00,13.9,13.9,12.0,88.13,0.0,0.0,,0,0,14.3,6.0,241.7,1015.0,81.5,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-09T04:00:00,13.5,13.5,12.1,91.44,0.0,0.0,,0,0,14.2,5.9,126.2,1015.0,80.7,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-09T05:00:00,13.1,13.1,12.3,94.89,0.0,0.0,,0,0,14.0,5.8,10.8,1015.0,79.9,24.1,0.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
مصر,2025-03-09T06:00:00,14.2,14.2,7.7,64.93,0.0,0.0,,0,0,8.6,6.5,20.7,1015.0,5.0,24.1,0.0,0.0,0,10,Clear,clear-night,
مصر,2025-03-09T07:00:00,14.7,14.7,7.3,61.17,0.0,0.0,,0,0,6.5,5.0,19.5,1015.0,5.0,24.1,27.0,0.1,0,10,Clear,clear-day,
مصر,2025-03-09T08:00:00,15.9,15.9,6.3,52.88,0.0,0.0,,0,0,7.9,6.8,6.6,1016.0,5.0,24.1,195.0,0.7,2,10,Clear,clear-day,
مصر,2025-03-09T09:00:00,17.3,17.3,5.1,44.43,0.0,0.0,,0,0,8.5,7.6,7.5,1015.7,5.0,24.1,324.0,1.2,3,10,Clear,clear-day,
مصر,2025-03-09T10:00:00,18.8,18.8,3.9,37.35,0.0,0.0,,0,0,9.1,8.3,8.5,1015.3,5.0,24.1,453.0,1.6,5,10,Clear,clear-day,
مصر,2025-03-09T11:00:00,20.3,20.3,2.8,31.4,0.0,0.0,,0,0,9.7,9.0,9.4,1015.0,5.0,24.1,582.0,2.1,6,10,Clear,clear-day,
مصر,2025-03-09T12:00:00,21.2,21.2,2.9,29.99,0.0,0.0,,0,0,10.2,7.7,6.6,1014.3,4.1,24.1,655.3,2.4,7,10,Clear,clear-day,
مصر,2025-03-09T13:00:00,22.1,22.1,3.0,28.65,0.0,0.0,,0,0,10.7,6.4,3.7,1013.7,3.1,24.1,728.7,2.6,7,10,Clear,clear-day,
مصر,2025-03-09T14:00:00,23.0,23.0,3.2,27.38,0.0,0.0,,0,0,11.2,5.0,0.9,1013.0,2.2,24.1,802.0,2.9,8,10,Clear,clear-day,
مصر,2025-03-09T15:00:00,23.3,23.3,3.4,27.34,0.0,0.0,,0,0,13.8,10.2,8.3,1013.0,34.6,24.1,669.0,2.4,7,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-09T16:00:00,23.6,23.6,3.6,27.29,0.0,0.0,,0,0,16.4,15.4,15.7,1013.0,66.9,24.1,536.0,2.0,5,10,Partially cloudy,partly-cloudy-day,
مصر,2025-03-09T17:00:00,23.9,23.9,3.9,27.25,0.0,0.0,,0,0,19.1,20.5,23.1,1013.0,99.3,24.1,403.0,1.5,4,10,Overcast,cloudy,
مصر,2025-03-09T18:00:00,22.1,22.1,5.2,33.35,0.0,0.0,,0,0,25.0,23.2,35.9,1014.0,67.8,24.1,268.7,1.0,0,10,Partially cloudy,partly-cloudy-night,
